"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"OREM EMLAK- EGE MAH CADDE ÜZERİ KİRALIK 1+1 EŞYALI/EŞYASIZ DAİRE","75","1+1","11.500 TL","ŞehzadelerMerkez"
"ŞEHİTLERDE ASANSÖRLÜ ÖNÜ PARK KÖŞE ARAKAT"" üç adam emlak""","145","3+1","13.000 TL","ŞehzadelerMerkez"
"Quadrome Sitesinde Ultra Lüx Kiralık Daire","150","3+1","25.000 TL","SalihliBarış"
"VEGA'DAN HAFSA SULTAN MAHALLESİNDE 2+1 SIFIR KİRALIK DAİRE","85","2+1","20.000 TL","YunusemreMerkez"
"160 m2 arakat, yeni bina, tapu dairesi karşısı","180","3+1","16.750 TL","TurgutluSanayi"
"ATAHİSAR SİTESİNDE KİRALIK 3+1 DAİRE","135","3+1","9.000 TL","AkhisarFevzipaşa"
"Antik bahçe mevkinde 1+1 ful eşyalı Sıcak Sulu daire","85","1+1","12.750 TL","Soma"
"S.TEPE MUSAL SİT.KARŞ. 2+1 ACİK MUTFAK SİFİR KİRALİK DAİRE","85","2+1","14.000 TL","TurgutluSanayi"
"Sahibinden Muradiye'de Kiralık","111","3+1","13.500 TL","YunusemreMerkez"
"ELİT EMLAK'TAN HÜRRİYET MAHALLESİNDE 3+1 KİRALIK DAİRE","135","3+1","10.000 TL","AkhisarHürriyet"
"Sahibinden Kiralık Alaybey Şehzadeler Merkez 2+1","100","2+1","11.500 TL","ŞehzadelerMerkez"
"VİZYONDAN KİRALIK DUBLEXS İSTASYON CADDESİ DAİRE","200","4+1","15.500 TL","YunusemreMerkez"
"KUYUALAN MAH. ÇAĞATAY OKULU YANINDA 2+1 KİRALIK ARA KAT DAİRE","100","2+1","13.500 TL","YunusemreMerkez"
"20.000 TL BÜYÜK SÜMBÜLLER MERKEZİ KONUMDA 2+1 EŞYALI KÖY EVİ","100","2+1","20.000 TL","YunusemreMerkez"
"Muradiye 2+1 SAHİBİNDEN kiralık daire (eşyasız)","70","2+1","12.500 TL","YunusemreMerkez"
"AKMAN GAYRİMENKULDEN MURADİYE MAH 1+1 ESYALI KİRALIK","65","1+1","12.000 TL","YunusemreMerkez"
