"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"Manisa yunusemre Muradiye kiralık 2+1 daire","100","2+1","11.000 TL","YunusemreMerkez"
"Dinçer Mahallesi'nde 2+1 kiralık daire","98","2+1","10.000 TL","ŞehzadelerMerkez"
"BluEstate'ten Ekmas Manisa'da 1+1 Kiralık Daire","45","1+1","10.000 TL","YunusemreMerkez"
"EYMEN EMLAKTAN CUMHURİYET MH. KİRALIK DOĞALGAZLI DAİRE","90","2+1","10.000 TL","TurgutluErgenekon"
"KİRALIK DAİRE","90","2+1","8.500 TL","ŞehzadelerMerkez"
"Merkezi Konumda Geniş Ferah","150","4+1","14.400 TL","ŞehzadelerMerkez"
"Karaali Villa'lar Bölg. Özel Teraslı 3+1 Kiralık Dairemiz!!!","130","3+1","25.000 TL","YunusemreMerkez"
"Manisa Meydan Projesinde Havuz Cepheli Ara kat Kiralık 2+1 Daire","71","2+1","20.000 TL","YunusemreMerkez"
"Manisa Startkey Elitten Borsa Cd. Kiralık daire","120","2+1","10.000 TL","ŞehzadelerMerkez"
"EGEKOP PRESTİJ EVLERİ 2+1 HAVUZ CEPHE LÜKS DAİRE","120","2+1","14.000 TL","TurgutluSanayi"
"KARAALİ VİLLALAR BÖLGESİNDE EŞYALI 1+1 DAİRE","65","1+1","15.000 TL","YunusemreMerkez"
"İSTASYON MAHALLESİNDE KİRALIK LÜKS 1+1 DOĞALGAZLI DAİRE","55","1+1","13.500 TL","Alaşehir"
"Uncubozköy'de 5+1 Teraslı Kiralık Dubleks","300","5+1","23.000 TL","YunusemreMerkez"
"Atatürk Mahallesinde 3+1 Özel Otoparklı, Asansörlü Kiralık Daire","127","3+1","14.000 TL","AkhisarFevzipaşa"
"Katta tek cadde üzeri kiralık köşe daire","130","3+1","12.000 TL","AkhisarHürriyet"
"Güzelyurt'ta Kiralık Eşyalı 1+1 Havuzlu Güvenlikli Site Dairesi","69","1+1","15.000 TL","YunusemreMerkez"
"/ÇETİN GROUP-REZİDANS/HOTEL ULTRA LÜX HER ŞEY DAHİL DAİRELER","70","1+1","20.000 TL","Alaşehir"
"MANİSA YUNUSEMRE MURADİYE VİLLALAR BÖLGESİNDE KİRALIK 2+1","110","2+1","19.999 TL","YunusemreMerkez"
"Manisa Yunusemre Karaali Villalar Bölgesi 3+1 Kiralık Daire","195","3+1","30.000 TL","YunusemreMerkez"
"ATAKLARDAN CADDE ÜZERİNDE 3+1 ÖZELLİKLİ KİRALIK DAİRE","125","3+1","14.000 TL","ŞehzadelerMerkez"
"Hüküm Meydanı Şehitler orta okulu arkası MEMUR TERCİHİMİZDİR","130","3+1","10.000 TL","ŞehzadelerMerkez"
"2+1 FULL EŞYALI KİRALIK DAİRE","110","2+1","23.000 TL","ŞehzadelerMerkez"
"TercihenMemura,3+1 Yörük mah, ÖZGÜRLÜK PARKI CEPHELİ 150m DAİRE","160","3+1","16.000 TL","SalihliZafer"
"Manisa Meydan Evleri Kiralık 2+1 Daire","72","2+1","25.000 TL","YunusemreMerkez"
"SAHİBİNDEN HÜRRİYET MH. KİRAZOĞLU HASTANESİ MEVKİ 3+1 130 m2","140","3+1","13.000 TL","AkhisarHürriyet"
"guven emlaktan kiralik 2+1 açik mutfak daire muradiye","85","2+1","9.000 TL","YunusemreMerkez"
