"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"Sahibinden 3+1 doğalgazlı ara kat","130","3+1","8.000 TL","AkhisarHürriyet"
"KİRALIK 3+1 DAİRE EŞYASIZ KİRALIK ŞUBAT 15 İNDE BOŞALACAK","130","3+1","11.500 TL","YunusemreMerkez"
"SELÇUK GYO '' FER GÖZ HASTANESİ YAKINI 2+1 DAİRE","100","2+1","10.000 TL","SomaTurgutalp"
"KARTAL EMLAK'tan KİRALIK EŞYALI 1+1 DAİRE","30","1+1","4.000 TL","Alaşehir"
"CUMHURİYET MH. 3+1 ZEMİN KAT EŞYALI DOĞALGAZLI DAİRE KİRALIKTIR","135","3+1","15.000 TL","TurgutluErgenekon"
"ANADOLU'DAN PRESTİJ CADDESİN'DE 2+1 YENİ KİRALIK DAİRE","105","2+1","10.250 TL","Soma"
"Yeni Mahalle'de 3+1 Eşyalı Kiralık Daire","135","3+1","20.000 TL","YunusemreMerkez"
"BARBAROS MAH 2+1 90M2 ARA 2.KAT","90","2+1","9.000 TL","YunusemreMerkez"
"GÜNEŞ MAHALLESİNDE DOĞALGAZLI 2+1","116","2+1","7.000 TL","SalihliZafer"
"AYS GAYRİMENKUL'DEN HÜRRİYET MH SİTE İÇİNDE KİRALIK 2+1 DAİRE","125","2+1","12.000 TL","AkhisarHürriyet"
"KARAALİ VİLLALAR BÖLGESİNDE HAVUZLU 1+1","60","1+1","13.500 TL","YunusemreMerkez"
"AKHİSAR RAGIP BEY MAH.100 m2 2+1 EŞYALI KİRALIK DAİRE","90","2+1","12.000 TL","AkhisarHürriyet"
"kiralık ev ılanı","116","1+1","5.000 TL","YunusemreMerkez"
"Yeni camii mevkii 120 m2 cıbarında 3+1Dogalgazlı özellikli","120","3+1","15.000 TL","ŞehzadelerMerkez"
"manis yunusemre karaali","80","1+1","12.000 TL","YunusemreMerkez"
"LOFÇA GAYRİMENKULDEN 3+1 130 m2 KİRALIK DAİRE","135","3+1","17.000 TL","ŞehzadelerMerkez"
"FULL EŞYALI ARAKAT 2+1 ASANSÖRLÜ ÖN CEPHE KİRALIK DAİRE","90","2+1","14.000 TL","AkhisarFevzipaşa"
"YAVUZ EMLAK TAN ADLİYE YAKINI 3+1 DOĞAL GAZLI 2.KAT","120","3+1","8.500 TL","Akhisarİnönü"
"MÜESSESE BİNASI YAKINI SIFIR 4+2 SICAK SULU DUBLEKS","200","4.5+2","16.000 TL","Soma"
"FAİK USTADA KİRALIK 3+1 KALORİFERLİ ARA KAT DAİRE","130","3+1","9.200 TL","Soma"
"Sahibinden kiralık","85","2+1","10.500 TL","Saruhanlı"
"Manisa Meydan Sıfır Eşyalı KİRALIK 1+1 Dairemiz !!!","43","1+1","20.000 TL","YunusemreMerkez"
"KİRALIK 3+1 KÖŞE ARAKAT DAİRE","130","3+1","17.000 TL","ŞehzadelerMerkez"
"Dumlu emlaktan kiralık daire","185","3+1","30.000 TL","YunusemreMerkez"
