"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"DOĞU CADDESİN DE GENİŞ KÖŞE DAİRE","140","3+1","18.000 TL","YunusemreMerkez"
"Son 3 gün! Kiralık Fiyat Düştü! Yok Bu Fiyata Yok! 3+1","130","3+1","40.000 TL","YunusemreMerkez"
"ZEKİ EMLAK'TAN MURADİYE'DE 1+1 ARA KAT TERASLI KİRALIK GENİŞ D..","70","1+1","10.000 TL","YunusemreMerkez"
"SALİHLİ KİRALIK 3+1 DOĞALGAZLI ASANSÖRLÜ DAİRE BEŞEYLÜL MAH.","115","3+1","15.000 TL","Salihli"
"ÇARŞI MERKEZDE KİRALIK 2+1 DOĞAL GAZLI ASANSÖRLÜ DAİRE !","100","2+1","11.000 TL","SalihliZafer"
"MASKİ NIN YANIN DA YENİ BİNA 2+1 KİRALIK","85","2+1","14.000 TL","ŞehzadelerMerkez"
"GÖRKEM EMLAK TAN ATATÜRK MAH KİRALIK ARAKAT DAİRE","100","2+1","14.000 TL","ŞehzadelerMerkez"
"ATATÜRK MAHALLESİNDE 3+1 KİRALIK ARAKAT DAİREMİZ","135","3+1","15.000 TL","YunusemreMerkez"
"YÖRÜK MAHALLESİNDE KİRALIK 4+1 DUBLEX","195","4+1","16.000 TL","SalihliZafer"
"TUNCA MAH KİRALIK ÖZELLİKLİ SON KAT","110","3+1","13.000 TL","ŞehzadelerMerkez"
