"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"GÜZELYURT ÇUKUROVA KİMYA YANI SİTE İÇİ 3+1 GENİŞ KİRALIK DAİRE","160","3+1","26.000 TL","YunusemreMerkez"
"VİLLALAR BÖLGESİNDE SİTE İÇERİSİNDE 1+1 KİRALIK ARA KAT DAİRE","70","1+1","10.000 TL","YunusemreMerkez"
"Cumhuriyet Mahallesi Park Manzaralı Eşyalı Kiralık Daire","75","1+1","12.000 TL","TurgutluErgenekon"
"Manisa- Soma 3+1 kiralık daire","160","3+1","8.000 TL","Soma"
"Mia874'den Statü Garden Suites'de Lüks Eşyalı 2+1 Kiralık Daire","145","2+1","25.000 TL","YunusemreMerkez"
"DEKA LİFE'DAN Güzelyurt Bölgesinde 3+1 Kiralık daire","160","3+1","25.000 TL","YunusemreMerkez"
"AKİF EMLAK'TAN ATATÜRK MAH. 3+1 D.GAZLI ASANSÖRLÜ KİRALIK","120","3+1","12.000 TL","Saruhanlı"
"ÇARŞI MERKEZDE KİRALIK DAİRE","135","3+1","11.500 TL","Saruhanlı"
"ATBINER EMLAKTAN YENİ MAH 2+1 90m2 DOĞALGAZLI ARAKAT DAİRE","95","2+1","14.500 TL","YunusemreMerkez"
"akkanlı emlaktan kiralık 3+1 site içi daire","130","3+1","17.500 TL","YunusemreMerkez"
"ELBİR EMLAKTAN KİRALIK 2+1 ARA KAT DAİRE","80","2+1","8.500 TL","YunusemreMerkez"
"YUNUSEMRE MURADİYE CUMHURİYET İLKOKUL CİVARI 1+1 KİRALIK DAİRE","55","1+1","11.000 TL","YunusemreMerkez"
"ZEKİ EMLAK'TAN KARAALİ'DE HAVUZLU SİTE İÇİNDE EŞYALI KİRALIK 1+1","65","1+1","13.500 TL","YunusemreMerkez"
"SARIGÖL MERKEZDE EŞYALI 3+1 KİRALIK DAİRE","125","3+1","8.000 TL","Sarıgöl"
"KURŞUN GRUP'TAN SÜRAT YOLU ÜZERİNDE 3+1 ASANSÖRLÜ ARAKAT DAİRE","120","3+1","15.000 TL","YunusemreMerkez"
"BAHÇEŞEHİR KOLEJİ HEMEN ARKASI 4+1 KİRALIK DAİREMİZ","190","4+1","35.000 TL","YunusemreMerkez"
"Manisa Atatürk mh kiralık 2+1 daire","105","2+1","13.000 TL","YunusemreMerkez"
"KİRALIK DUBLEKS DAİRE","190","5+1","14.000 TL","YunusemreMerkez"
"ŞEHİR MERKEZİNDE KİRALIK 3+1 KAPALI MUTFAK DAİRE","165","3+1","20.000 TL","ŞehzadelerMerkez"
"NAZEL'DEN HÜRRİYET'TE 135 M2 3+1 KİRALIK DAİRE","135","3+1","13.000 TL","AkhisarHürriyet"
"ALTNŞEHİRDEN BOZKÖYDE TABELA DEĞERİ YÜKSEK KİRALIK 3+1 Z.DUBLEKS","234","3+1","50.000 TL","YunusemreMerkez"
"ENES INŞAAT GAYRİMENKULDEN FUL EŞYALI KİRALIK DAİRE","125","3+1","18.500 TL","ŞehzadelerMerkez"
"İSTASYON MAH. , KİRALIK 2+1 AÇIK MUTFAK DAİRE","85","2+1","12.000 TL","Alaşehir"
"MURADİYE'DE 1+1 FULL EŞYALI ARAKAT KİRALIK DAİRE","60","1+1","11.000 TL","YunusemreMerkez"
"ANADOLU'DAN TURGUTALP MEVKİNDE 3+1 EŞYALI KİRALIK DAİRE","120","3+1","10.000 TL","SomaTurgutalp"
"Sahibinden Kiralık Daire","90","2+1","14.000 TL","TurgutluSanayi"
"UNCUBOZKÖY MAHALLESİ 2000 SİTESİ KİRALİK 3+1 DAİRE","165","3+1","15.500 TL","YunusemreMerkez"
"İL-BA'DAN TOKİ'DE KİRALIK 1+1 EŞYALI DAİRE","53","1+1","14.500 TL","YunusemreMerkez"
"Doğalgazlı 3+1 kiralık daire","125","3+1","15.000 TL","SalihliBarış"
"Güzelyurt'ta Kiralık Eşyalı 1+1 Havuzlu Güvenlikli Site Dairesi","69","1+1","15.000 TL","YunusemreMerkez"
"Son 3 gün! Bu Fiyata Yok! Daire Yok 3+1 Geniş","160","3+1","26.000 TL","ŞehzadelerMerkez"
"Turpa On Atlas'tan Manas Sitesinde Kiralık 3+1 Daire","120","3+1","19.000 TL","YunusemreMerkez"
"kiralık daire","140","3+1","6.500 TL","Kırkağaç"
"Sahibinden eşyalı köşe daire 1+1 Manisa meydan projesi","55","1+1","20.000 TL","YunusemreMerkez"
"Manisa Güzelyurt Mah 3+1 Site İçi Kiralık Arakat Asansör Dogalğa","125","3+1","17.500 TL","YunusemreMerkez"
"sahibinden kiralık","120","3+1","10.000 TL","TurgutluErgenekon"
"ALTINŞEHİR'DEN VİLLALAR BÖLGESİN'DE EŞYALI KİRALIK 1+1 DAİRE","65","1+1","15.000 TL","YunusemreMerkez"
"ARDA MAHALLESİ KENZİ CADDESİ 3+1 ARA KAT","125","3+1","15.000 TL","ŞehzadelerMerkez"
"MURADİYE İSTASYON KARŞISI KİRALIK 1+1","65","1+1","11.000 TL","YunusemreMerkez"
