"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"dilşeker mah.eştalı 3+1 kiralık daire.","120","3+1","12.000 TL","ŞehzadelerMerkez"
"Cumartesi pazarı ve yeni adliye yakını doğalgazlı sıfır daire","130","2+1","15.000 TL","TurgutluSanayi"
"Laleli 3+1 yeni tadilatlı doğalgazlı","110","3+1","20.000 TL","YunusemreMerkez"
"ATATÜRK CAD. 2+1 KÍRALIK DAÍRE pazarlıklı","95","2+1","9.000 TL","Saruhanlı"
"KUYUALAN MAH KİRALIK ARA KAT","120","3+1","13.000 TL","YunusemreMerkez"
"YASİN EMLAKTAN KIRALIK ŞEHZADELER NİŞANCIPAŞA MH 1.KAT 3+1 130M2","135","3+1","20.000 TL","ŞehzadelerMerkez"
"YUNUSEMRE CUMHURİYET MAHALLESİ KİRALIK 3+1 GENİŞ FERAH DAİRE","125","3+1","16.500 TL","YunusemreMerkez"
"ONUR GAYRİMENKUL'DEN MERKEZDE KİRALIK DAİRE","150","3+1","16.000 TL","ŞehzadelerMerkez"
"Manisa Dilşeker Mah. Full Özellikli Doğalgazlı Kiralik Daire","85","2+1","12.000 TL","ŞehzadelerMerkez"
"Muradiye Yapınet arkasında kiralık daire","80","2+1","15.500 TL","YunusemreMerkez"
"HÜRRİYET MAHALLESİ MERKEZİ KONUMDA 3+1 130 M2 KİRALIK DAİRE","130","3+1","10.000 TL","AkhisarHürriyet"
"AK EMLAK'TAN MURADİYE MERKEZDE 1+1FULL GÜZEL EŞYALI ARAKAT DAİRE","60","1+1","11.500 TL","YunusemreMerkez"
"Manisa Meydan Sitesinde B Blok 3+1 Kiralık Daire","144","3+1","32.000 TL","YunusemreMerkez"
"DEKA LİFE 'dan Olivia Sitesinde 5+1 Kiralık Dubleks Daire","328","5+1","18.000 TL","AkhisarHürriyet"
"MANİSA SALİHLİ'DE KİRALIK 3+1 JEOTERMALLİ DAİRE KURTULUŞ MAH.","125","3+1","8.500 TL","SalihliBarış"
"SY YILMAZ'DAN ATATÜRK MAH. 2+1 95m2 3.KAT KİRALIK DAİRE","95","2+1","12.500 TL","YunusemreMerkez"
