"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"MEDİGÜN CİVARI FULL EŞYALI KİRALIK 2+1","138","2+1","15.500 TL","Soma"
"MERKEZDE BELEDİYE YANI 7 KİŞİLİK EŞYALI KİRALIK DUBLEX DAİRE","200","4+1","30.000 TL","Soma"
"Ev Arkadaşı Aranıyor (ERKEK 20-30 yaş)-Aile yazmasın","85","2+1","4.500 TL","TurgutluSanayi"
"/ÇETİN GROUP-REZİDANS/OTEL ULTRA LÜX HER ŞEY DAHİL DAİRELER","60","1+1","21.000 TL","Alaşehir"
"KİRALİK 3+1 KAT 1..YEŞİLYURT MAHALLESİ SEÇ MARKET ÜSTÜ","140","3+1","15.000 TL","SalihliZafer"
"manisa yunusemre muradiye","130","3+1","23.000 TL","YunusemreMerkez"
"ŞEVKET EMLAKTAN MANİSA MEYDANDA KİRALIK 1+1 EŞYALI ARAKAT","45","1+1","20.000 TL","YunusemreMerkez"
"DOĞU CADDESİ YANI MERKEZİ KONUM 3+1 ARA KAT ÇİFT CEPHE DAİRE","110","3+1","10.000 TL","YunusemreMerkez"
"CENGİZ TOPEL MAH 3+1 KİRALIK DAİRE","118","3+0","11.000 TL","Saruhanlı"
"2+1 FULL EŞYALI SAHİBİNDEN KİRALIK LÜX DAİRE","100","2+1","17.000 TL","Alaşehir"
"8 HAVUZU MEVKİ EŞYALI KİRALIK 2+1 DAİRE","110","2+1","15.000 TL","ŞehzadelerMerkez"
"ULUPARK KARŞISI 3+1 2.KAT KİRALIK DOĞALGAZLI DAİRE","135","3+1","14.500 TL","ŞehzadelerMerkez"
"HÜRRİYET MAHALLESİ HASTANE KARŞISI 2+1 EŞYALI KİRALIK DAİRE","120","2+1","15.000 TL","AkhisarHürriyet"
"KARTAL EMLAK'TAN İSTASYON MAH. EŞYALI 2+1 KİRALIK LÜX DAİRE","100","2+1","13.000 TL","Alaşehir"
"MANİSA KULA KİRALIK 2+1 EV","100","2+1","7.000 TL","Kula"
"ULU CAMİ MAHALLESİNDE KİRALIK 2+1 BAHÇELİ DAİRE","105","2+1","10.800 TL","AkhisarHürriyet"
"Tevfikiye mh 2+1 80m2 asansörlü doğalgazlı arakat daire","100","2+1","12.400 TL","YunusemreMerkez"
"TEVFİKİYE MAH 2+1 100m2 FUL LÜX YENİ GELİN EVİNE UYGUN DAİRE","100","2+1","20.000 TL","YunusemreMerkez"
"VELLİ GAYRİMENKUL' DEN UNCUBOZKÖY MAH KİRALIK 2+1 DAİRE","115","2+1","17.250 TL","YunusemreMerkez"
"Alaşehirde 1+1 Eşyalı Kiralık Sıfır Daire","49","1+1","11.000 TL","Alaşehir"
"EMRE EMLAKTAN KİRALIK EŞYALI (1,5)+1 DAİRE ESKİCAMİ MAH.","68","1.5+1","8.000 TL","SalihliZafer"
"PREMİUM ATA'DAN ALAYBEY'DE 3+1 ASANSÖRLÜ ARA KAT DAİRE","130","3+1","15.000 TL","ŞehzadelerMerkez"
"DEKA LİFE 'dan Kiralık Lüx 3+1 Dubleks Daire","180","3+1","27.000 TL","YunusemreMerkez"
"ÖMÜR EMLAKTAN MANİSA YUNUSEMRE MURADİYEDE KİRALIK DAİRE","55","1+1","10.000 TL","YunusemreMerkez"
"Yörük Mahallesinde 3+1 Full Eşyalı Kiralık Daire","161","3+1","20.000 TL","SalihliZafer"
"Sahibinden kiralık","110","3+1","12.000 TL","SalihliBarış"
"ALTINTAŞ OKULU YAKINI SIFIR 2+1 SICAK SULU DAİRE","100","2+1","11.000 TL","Soma"
"MERKEZDE YAKIN FAİK USTADA EŞYALI 2+1 GENİŞ KİRALIK DAİRE","120","2+1","9.200 TL","Soma"
"İSTASYON ATATÜRK OKULU ARKASI KİRALIK 3+1 DOĞAL GAZLI DAİRE","125","3+1","10.500 TL","Soma"
"Sahibinden Eşyalı 1+1 Kapalı Mutfak İstasyondan Girişte","60","1+1","12.500 TL","YunusemreMerkez"
"Ulaşım okul pazartesi pazarı park ecz market pastane herşey","100","2+1","10.000 TL","Turgutlu"
"MANİSA SALİHLİ CUMHURİYET MAHALLESİ KİRALIK 1+1 DAİRE","55","1+1","7.000 TL","Salihli"
"LOFÇA GAYRİMENKULDEN KARAALİ VİLLALAR BÖL 1+1 EŞYALI DAİRE","55","1+1","13.000 TL","YunusemreMerkez"
"MANİSA ÇARŞI İÇİNDE KİRALIK ARAKAT LÜX 3+1","140","3+1","20.000 TL","ŞehzadelerMerkez"
