"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"Karaali Villa'lar Bölg. Teraslı Kat Bahçeli 1+1 Kiralık Daire","65","1+1","13.000 TL","YunusemreMerkez"
"KİRALIK DAİRE","90","2+1","7.000 TL","AkhisarHürriyet"
"MANİSA ŞEHZADELER DİNÇER MAH.2.BALKON 2+1 80.M2 KOMBİLİ DAİRE","80","2+1","12.000 TL","ŞehzadelerMerkez"
"Kiralık 3+1 Daire","165","3+1","13.700 TL","AkhisarFevzipaşa"
"Turpa On Atlas'tan Karaali'de Kiralık 2+1 Daire","75","2+1","15.000 TL","YunusemreMerkez"
"İstasyon Mahallesinde Kiralık Daire","70","1+1","12.000 TL","Alaşehir"
"DİNÇER MAHALLESİNDE 3+1 MASRAFSIZ ARA KAT DAİRE FIRSATI","130","3+1","16.000 TL","ŞehzadelerMerkez"
"TÜRKELİ PARKI CİVARI KİRALIK 3+1 DAİRE-CAN EMLAK/88","156","3+1","12.000 TL","SalihliBarış"
"AKMESCİT MAH KİRALIK 2+1 SON KAT DOĞALGAZLI KLİMALI ÇİFT TERASLI","90","2+1","9.000 TL","YunusemreMerkez"
"Manisa Merkez 75 Yıl Mahallesinde Kiralık 3+1 Doğalgazlı Daire","130","3+1","18.500 TL","YunusemreMerkez"
"ATATÜRK BULVARI KİRALIK OFİS DAİRE","105","3+1","15.000 TL","TurgutluSanayi"
"TAHİR ÜN ÇADDESINDE 1 .KAT KİRALIK İŞYERİ DAİRE","110","2+1","15.000 TL","AkhisarHürriyet"
"ÇARŞI MERKEZ'DE DİNÇER MAH 2+1 ARAKAT 95 M2 ÖZELLİKLİ DAİRE","95","2+1","12.500 TL","ŞehzadelerMerkez"
"Manisa Salihli Kent Tower Kiralık 3+1 Sıfır Daire","201","3+1","17.000 TL","Salihli"
"VELLİ' DEN BARBAROS MAH KİRALIK 2+1 DAİRE","90","2+1","9.000 TL","YunusemreMerkez"
"Manisa yunusemre Muradiye'de kiralık daire","110","2+1","12.500 TL","YunusemreMerkez"
"GÖRAL EMLAK'TAN BARBAROS MAH. KİRALIK 2+1 DAİRE","105","2+1","8.500 TL","YunusemreMerkez"
"TUĞRADAN MERKEZDE EŞYALI KİRALIK DAİRE","120","3+1","13.000 TL","Soma"
"CUMHURİYET MH PAZAR PAZARI CİV 3+1 JEOTERMAL KİRALIK","155","3+1","10.000 TL","Salihli"
"MANİSA SANCAKLIBOZKÖY TOKİ KONUTLARINDA 2+1 KİRALIK DAİRE","90","2+1","7.000 TL","ŞehzadelerMerkez"
"ULUPARK Karşısı 2+1 Açık Mutfaklı Asansörlü KİRALIK DAİRE","90","2+1","17.500 TL","ŞehzadelerMerkez"
"75. Yıl Mahallesi Eşyalı Kiralık 1+1 Daire","100","1+1","17.000 TL","YunusemreMerkez"
"SALİHLİ KİRALIK 3+1 DAİRE CUMHURİYET MAHALLESİ","115","3+1","5.500 TL","Salihli"
"ANADOLUdan CUMA PAZARI CİV 2+1 EŞYALI SICAK SULU DAİRE","90","2+1","11.500 TL","Soma"
"Sakarya Mah kiralık daire","100","2+1","15.000 TL","ŞehzadelerMerkez"
"AKHİSAR İNÖNÜ MAH. 1+1 EŞYALI KİRALIK","65","1+1","14.000 TL","Akhisarİnönü"
"DEKA LİFE'DAN SARAYPARK EVLERİNDE SIFIR 3+1 KİRALIK DAİRE","145","3+1","30.000 TL","YunusemreMerkez"
"FULL + FULL EŞYALI KİRALIK 1+1 DAİRE","55","1+1","8.500 TL","Ahmetli"
"MÜTHİŞ MANZARALI, KARAALİ GİRİŞİNDE, ARA KAT 2+1 KİRALIK DAİRE !","95","2+1","19.000 TL","YunusemreMerkez"
"Çarşı Merkez'De Kiralık 3+1 Asansörlü Ara Kat Daire","130","3+1","18.500 TL","ŞehzadelerMerkez"
"Egea gayrimenkul muhteşem dubleks","250","4+1","24.000 TL","AkhisarFevzipaşa"
"KARE'DEN KARAALİ VİLLALAR BÖLGESİNDE 3+1 KİRALIK DAİRE","135","3+1","30.000 TL","YunusemreMerkez"
"EMİR GRUP'TAN SİTE İÇİNDE ARAKAT 1+1 KİRALIK DAİRE","50","1+1","12.500 TL","YunusemreMerkez"
