"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"Sahibinden Büyük Migros Altında Sıcak Sulu temiz güneş gören","110","2+1","8.500 TL","Soma"
"TOPLU KONUTLARDA SAHİBİNDEN KİRALIK 3+1 GENİŞ FERAH DAİRE","140","3+1","12.000 TL","AkhisarFevzipaşa"
"Çağrı Emlak'tan Peker Mahallesi'nde kiralık daire","150","3+1","18.000 TL","ŞehzadelerMerkez"
"Üniversite Karşısı Doğalgazlı Asansörlü Arakat Kilerli 2+1","80","2+1","9.000 TL","Saruhanlı"
"Temiz Aile dairesi","90","2+1","12.000 TL","SalihliZafer"
"M&G EMLAKTAN KİRALIK 1+1 50M2 LOFT DAİRE CADDEYE YAKIN","50","1+1","10.000 TL","YunusemreMerkez"
"EFE GAYRİMENKULDEN KENT MEYDANINDA KİRALIK LÜKS 3+1 EŞYALI DAİRE","140","3+1","15.000 TL","Alaşehir"
"Startkey Platin'den Karaali Villalar Bölgesinde Süper Lüks 3+1","135","3+1","30.000 TL","YunusemreMerkez"
"MANİSA YUNUSEMRE MURADİYE VİLLALAR BÖLGESİNDE KİRALIK 2+1","110","2+1","20.000 TL","YunusemreMerkez"
"SIFIR BÜYÜK 2+1 FERAH KİRALIK KÖŞE DAİRE","115","2+1","15.000 TL","TurgutluErgenekon"
"Kiralık ev","100","2+1","3.000 TL","SomaCenkyeri"
"ERGENEKON'DA MERKEZİ KONUMDA 150 M2 KİRALIK LÜKS DAİRE","155","3+1","19.000 TL","TurgutluErgenekon"
"TURGUTALP MERSA OTEL KARŞISI KİRALIK 2+1 DOĞAL GAZLI DAİRE","100","2+1","10.500 TL","SomaTurgutalp"
"MANİSA GÜZELYURT ,da 1+1 EŞYASIZ DAİRE","89","1+1","14.000 TL","YunusemreMerkez"
"MANİSA UNCUBOZKÖY MAHALLESİ KİRALIK 2+1 FULL ÖZELLİKLİ DAİRE","105","2+1","14.000 TL","YunusemreMerkez"
"AVAR CADDESİNDE KİRALIK EŞYALI 2+1 DAİRE-CAN EMLAK/85","150","2+1","15.000 TL","SalihliZafer"
"guven emlaktan kiralik 3+1 aćık mutfak daire muradiye","110","3+1","12.000 TL","YunusemreMerkez"
"Merkez çarşıda KİRALIK DAİRE 2+1 Doğalgazlı","100","2+1","9.000 TL","AkhisarHürriyet"
"MURADİYE VİLLALAR BÖLGESİNDE MUHTEŞEM 2+1 KİRALIK DAİRE","110","2+1","21.000 TL","YunusemreMerkez"
"Manisa Merkezde Kiralık 3+1 Eşyalı Arakat Daire","125","3+1","13.500 TL","ŞehzadelerMerkez"
"DAĞLI EMLAKTAN LİSE YAKINI KİRALIK ARAKAT DAİRE","120","3+1","9.000 TL","AkhisarHürriyet"
"VEGA'DAN KARAALİ'DE ÖĞRENCİYE BEKARA KİRALIK 1+1 EŞYASIZ DAİRE","65","1+1","11.000 TL","YunusemreMerkez"
"Manisa Güzelyurtta Sahibinden(bayram sonuna kadar) Kiralık Daire","100","2+1","20.000 TL","YunusemreMerkez"
"TUĞRADAN TURGUTALP MAHALLESİNDE 3+1 KİRALIK DAİRE","140","3+1","10.000 TL","SomaTurgutalp"
"LALE MEYDANI CİVARI 2+1 SIFIR KİRALIK DAİRE!!!","75","2+1","15.000 TL","YunusemreMerkez"
"Kiralık daire","100","2+1","10.000 TL","Kırkağaç"
"Emre emlaktan kiralık daire 3 /1 ara kat doğalgazlı","145","3+1","17.000 TL","ŞehzadelerMerkez"
"Kiralık Doğa Manzaralı Acil! 2+1 Var Mükemmel Ötesi Yüksek Giriş","75","2+1","17.000 TL","YunusemreMerkez"
"CREST YATIRIMDAN UNCUBOZKÖY MAHALLESİNDE 3+1 BAHÇELİ DAİRE","145","3+1","23.000 TL","YunusemreMerkez"
"Manisa Yarhasanlar mh'de kiralık 3+1 Arakat Doğalgazlı Daire","135","3+1","17.000 TL","ŞehzadelerMerkez"
"Manisa Yunusemre Tevfikiye Mah.2+1 Kiralık Daire","80","2+1","15.500 TL","YunusemreMerkez"
"NAZEL'DEN HÜRRİYET MAH.ŞELALE SİTESİNDE 160 M2 3+1 KİRALIK DAİRE","160","3+1","14.000 TL","AkhisarHürriyet"
"EMİR GRUP'TAN MURADİYE'DE 1+1 KİRALIK DAİRE","50","1+1","7.000 TL","YunusemreMerkez"
"Hacıishak Mahallesinde Kiralık 2+1 Daire","100","2+1","8.000 TL","AkhisarHürriyet"
"GRAND MEDİCAL HASTANESİ YAKINI KİRALIK 3+1 DAİRE","130","3+1","15.500 TL","YunusemreMerkez"
"SOMA EMLAK* (FULL ) EŞYALI KİRALIK SIFIR YAPI MERKEZİ KONUM","85","2+1","15.000 TL","Soma"
"Emre emlaktan şehzadelerde kiralık. Eşyalı daire 3 /1.","115","3+1","13.500 TL","ŞehzadelerMerkez"
