"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"EGEA GAYRİMENKUL HÜRRİYET MAH AK EK ÜSTÜ 3+1 DAİRE","150","3+1","15.000 TL","AkhisarHürriyet"
"KOÇAK'TAN KİRALIK 1+1 ZEMİN DAİRE","80","Stüdyo (1+0)","9.000 TL","ŞehzadelerMerkez"
"MANİSA YUNUSEMRE MURADİYE'DE 2+1 KİRALIK ARAKAT DAİRE 10000 TL","95","2+1","10.000 TL","YunusemreMerkez"
"İSTASYON MAHALLESİNDE KİRALIK 3+1 LÜX DAİRE","150","3+1","12.000 TL","Alaşehir"
"TURGUTALP KOÇ TİCARET CİVARI 3+1 150 M2 KİRALIK SIFIR DAİRE","150","3+1","15.250 TL","SomaTurgutalp"
"sahibinden 3+1","120","3+1","17.500 TL","YunusemreMerkez"
"MURADİYE VİLLALAR BÖLGESİNDE 1+1 HAVUZLU GÜVENLİKLİ DAİRE","70","1+1","11.000 TL","YunusemreMerkez"
"Villalar Bölgesinde Eşyalı Kiralık 1+1 Daire","60","1+1","15.000 TL","YunusemreMerkez"
"KİRALIK DAİRE","75","2+1","9.000 TL","YunusemreMerkez"
"MURADİYEDE 2+1 KİRALIK DAİRE","85","2+1","10.500 TL","YunusemreMerkez"
"LİFE CİTY SIFIR EŞYALI KİRALIK DAİRELER 1+1","65","1+1","13.000 TL","TurgutluSanayi"
"MURADİYE FABER FABRİKASI ARKASI 2+1 FULL EŞYALI DAİRE","85","2+1","13.000 TL","YunusemreMerkez"
"Emre emlaktan kiralık daire ara kat. Doğalgazlı cadde üzerinde","95","2+1","12.000 TL","YunusemreMerkez"
"Ak Emlak' Muradiye istasyon civ. Full eşyali 1+1 kiralik Daire","55","1+1","10.000 TL","YunusemreMerkez"
"HÜRRİYET MAHALLESİNDE DAİRE","155","3+1","11.500 TL","AkhisarHürriyet"
"DEVLET HASTANESİ CİVARI KİRALIK 135 M2 3+1 JEOTERMALLİ ZEMİN KAT","135","3+1","8.500 TL","SalihliBarış"
"KİRALIK 2+1 DAİRE","90","2+1","8.000 TL","Saruhanlı"
