"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"PRESTİJ EVLERİ'NDE C BLOK HAVUZ CEPHELİ KİRALIK 2+1","128","2+1","14.000 TL","TurgutluSanayi"
"KİRALIK DAİRE","90","2+1","6.000 TL","ŞehzadelerMerkez"
"Sahibinden kiralık laleli mah.2+1 ara kat doğalgazlı","110","2+1","15.500 TL","YunusemreMerkez"
"Turgutlu Ergenekon Mah. Kiralık 3+1 Arakat Havuzlu Site Dairesi","140","3+1","20.000 TL","TurgutluErgenekon"
"Kale Emlak 'tan Atatürk mah 504 Yaşam sitesinde 156 m2 kiralık","156","3+1","19.500 TL","AkhisarFevzipaşa"
"DULKADİR EMLAK'TAN 75. YIL MAH. CADDE ÜZERİ , 3+1 , 125 M2 DAİRE","125","3+1","20.000 TL","YunusemreMerkez"
"SY YILMAZ'DAN AKMESCİT MAHALLESİNDE 3+1 110m2 SIFIR ARAKAT DAİRE","130","3+1","18.000 TL","YunusemreMerkez"
"Sahibinden Kurtuluş mah. 2+1 Giriş Kat","120","2+1","10.000 TL","Alaşehir"
"SAHİBİNDEN EŞYALI 2+1 TERASLI GRANDO SUİTS KİRALIK","150","2+1","27.500 TL","YunusemreMerkez"
"MURADİYE MERKEZİ LOKASYONDA EŞYALI KİRALIK 2+1 AÇIK MUTFAK DAİRE","85","2+1","16.500 TL","YunusemreMerkez"
"KİRALIK MÜSTAKIL EV","220","4+1","6.000 TL","SomaKöyler"
"ALTINŞEHİRDEN VİLLALAR BÖLGESİ HAVUZLU SİTE İÇİ KİRALIK 1+1","85","1+1","16.000 TL","YunusemreMerkez"
"subaşı mah 3+1 doğalgazlı daire","140","3+1","12.000 TL","TurgutluSanayi"
