"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"DEKA LİFE ' dan Güzelyurt Bölgesinde Eşyalı 1+1 Kiralık Daire","65","1+1","15.000 TL","YunusemreMerkez"
"DOĞA EMLAKTAN 1+1 KİRALIK","45","1+1","13.000 TL","YunusemreMerkez"
"kiralık Daire","115","3+1","15.000 TL","ŞehzadelerMerkez"
"MERKEZ EFENDİ MAH ASANSÖRLÜ DAİRE","140","4+1","13.500 TL","YunusemreMerkez"
"SOMA SANAYİ CİVARI KİRALIK 3+1 DAİRE","130","3+1","5.500 TL","Soma"
"ÇARŞI MERKEZDE 2+1 FULL EŞYALI KİRALIK DAİRE","100","2+1","16.000 TL","SalihliZafer"
"SEMBOL EMLAK'tan MERKEZDE KİRALIK 2+1 AMERİKAN DOĞALGAZLI DAİRE","90","2+1","10.000 TL","SalihliZafer"
"NAZEL'DEN ATATÜRK'TE EŞYALI 3+1 KİRALIK DAİRE","135","3+1","14.000 TL","AkhisarFevzipaşa"
"HÜMA'DAN UTKU MAH. ÇAMLI YOL ÜSTÜNDE KİRALIK DAİRE","125","3+1","16.500 TL","ŞehzadelerMerkez"
"TEVFİKİYE MAH KİRALIK 3+1 DAİRE","130","3+1","14.000 TL","YunusemreMerkez"
"MÜDÜR EMLAKTAN KİRALIK TERASLI,KLİMALI 1+1 DAİRE..","80","1+1","10.000 TL","Alaşehir"
"EFENDİ MAHALLESİNDE KİRALIK DAİRE","135","3+1","12.000 TL","AkhisarHürriyet"
"AKTAŞ EMLAK'TAN VİLLALAR BÖLGESİNDE SIFIR LÜKS DAİRELER","150","3+1","28.000 TL","YunusemreMerkez"
"kapalı mutfak doğalgazlı 2+1 sıfır daire","100","2+1","9.000 TL","Saruhanlı"
"ALTINŞEHİR'DEN VİLLALAR BÖLGESİNDE EŞYALI KİRALIK 1+1 DAİRE","65","1+1","14.000 TL","YunusemreMerkez"
"HAFSA SULTAN MAHALLESİNDE KİRALIK ARA KAT DAİRE","120","3+1","13.750 TL","YunusemreMerkez"
"SEV İN PARK SİTESİNDE EŞYALI KİRALIK DAİREMİZ","75","1+1","13.000 TL","YunusemreMerkez"
"EVİM EMLAK TAN HAVUZLU SİTE DE EŞTALI 1+1 KIRALIK DAİRE","85","1+1","13.000 TL","YunusemreMerkez"
"MURADİYE İSTASYON KARŞISI 1+1 FULL EŞYALI ARA KAT DAİRE","65","1+1","10.500 TL","YunusemreMerkez"
"DULKADİR EMLAK'TAN GÜZELYURT MAH. SIFIR 4+1 , 200 M2 DAİRE","200","4+1","40.000 TL","YunusemreMerkez"
"ARİS'TEN PRESTİJ CD KİRALIK YENİ DAİRE","110","2+1","10.250 TL","Soma"
"UZUN EMLAK'TAN ULUPARK SEVGİ YOLUNDA İŞYERİ YA DA BEKARA KİRALIK","85","2+1","12.000 TL","ŞehzadelerMerkez"
"MANİSA YUNUSEMRE HOROZKÖY MAH 3+1 KİRALIK DAİRE","125","3+1","11.000 TL","YunusemreMerkez"
"SALİHLİ DE PARK CEPHELİ KİRALIK 3 +1 DAİRE CUMHURİYET MAH.","130","3+1","8.000 TL","Salihli"
"AKMAN GAYRİMENKULDEN MURADİYE MH.23 NİSAN PARK 3+1 KİRALIK DAİRE","145","3+1","14.000 TL","YunusemreMerkez"
"50.YIL MAHALLESİ 2+1 SIFIR KİRALIK ARAKAT","85","2+1","16.000 TL","YunusemreMerkez"
"Startkey Platin'den Tatil Tadında Yaşam","75","2+1","17.000 TL","YunusemreMerkez"
"Manisa Saruhanlı Cengiz Topel Mah. Doğalgazlı Kiralık 2+1 Daire","90","2+1","10.000 TL","Saruhanlı"
"UZUN EMLAK'TAN KARAALİ VİLLALAR BÖLGESİNDE HAVUZLU SİTEDE 1+1","75","1+1","11.500 TL","YunusemreMerkez"
"CUMHURİYET MH.140m2 3+1 DOĞAL GAZLI KİRALIK DAİRE","150","3+1","13.000 TL","TurgutluErgenekon"
"MANİSA ŞEHZADELER ÇARŞIİÇİ İŞYERİ & KONUT 3+1 DAİRE","150","3+1","18.000 TL","ŞehzadelerMerkez"
"NAZIM USLUOĞLU CADDESİ KİRALIK SICAK SULU DAİRE","120","3+1","8.000 TL","Soma"
"HAFSA SULTAN MAHALLESİ KİRALIK 3+1","115","3+1","10.000 TL","YunusemreMerkez"
"LALE KULEDE CADDEYE BAKAN FULL EŞYALI 1+1 DAİRE..","61","1+1","20.000 TL","YunusemreMerkez"
"RW FLY'DAN KİRALIK EŞYALI 1+0 D.GAZLI ASANSÖRLÜ DAİRE","40","Stüdyo (1+0)","13.000 TL","YunusemreMerkez"
"sahibinden kiralık","105","2+1","12.000 TL","Saruhanlı"
"Daire Son 3 gün! Acil! Sahibinden Yüksek Giriş Var 3+1","125","3+1","18.000 TL","Saruhanlı"
"ÇAĞRI EMLAK'TAN KİRALIK DAİRE","120","3+1","17.500 TL","YunusemreMerkez"
